cohortDefinitionId,ruleSequence,name
272100001,7,No prior insulin use or combo initiation
272100002,0,No prior with-in class exposure
272100002,1,No prior DPP4 inhibitor exposure
272100002,2,No prior SGLT-2 inhibitor exposure
272100002,3,No prior SU exposure
272100002,4,No prior other anti-diabetic exposure
272100002,5,Renal impairment
272100002,6,Prior metformin use
272100002,7,No prior insulin use or combo initiation
271200000,0,No prior with-in class exposure
271200000,1,No prior DPP4 inhibitor exposure
271200000,2,No prior SGLT-2 inhibitor exposure
271200000,3,No prior SU exposure
271200000,4,No prior other anti-diabetic exposure
271200000,5,No prior metformin use
271200000,6,No prior insulin use or combo initiation
271210000,0,No prior with-in class exposure
271210000,1,No prior DPP4 inhibitor exposure
271210000,2,No prior SGLT-2 inhibitor exposure
271210000,3,No prior SU exposure
271210000,4,No prior other anti-diabetic exposure
271210000,5,Lower age group
271210000,6,No prior metformin use
271210000,7,No prior insulin use or combo initiation
271220000,0,No prior with-in class exposure
271220000,1,No prior DPP4 inhibitor exposure
271220000,2,No prior SGLT-2 inhibitor exposure
271220000,3,No prior SU exposure
271220000,4,No prior other anti-diabetic exposure
271220000,5,Middle age group
271220000,6,No prior metformin use
271220000,7,No prior insulin use or combo initiation
271230000,0,No prior with-in class exposure
271230000,1,No prior DPP4 inhibitor exposure
271230000,2,No prior SGLT-2 inhibitor exposure
271230000,3,No prior SU exposure
271230000,4,No prior other anti-diabetic exposure
271230000,5,Older age group
271230000,6,No prior metformin use
271230000,7,No prior insulin use or combo initiation
271200010,0,No prior with-in class exposure
271200010,1,No prior DPP4 inhibitor exposure
271200010,2,No prior SGLT-2 inhibitor exposure
271200010,3,No prior SU exposure
271200010,4,No prior other anti-diabetic exposure
271200010,5,Low cardiovascular risk
271200010,6,No prior metformin use
271200010,7,No prior insulin use or combo initiation
271200020,0,No prior with-in class exposure
271200020,1,No prior DPP4 inhibitor exposure
271200020,2,No prior SGLT-2 inhibitor exposure
271200020,3,No prior SU exposure
271200020,4,No prior other anti-diabetic exposure
271200020,5,Higher cardiovascular risk
271200020,6,No prior metformin use
271200020,7,No prior insulin use or combo initiation
271201000,0,No prior with-in class exposure
271201000,1,No prior DPP4 inhibitor exposure
271201000,2,No prior SGLT-2 inhibitor exposure
271201000,3,No prior SU exposure
271201000,4,No prior other anti-diabetic exposure
271201000,5,Female stratum
271201000,6,No prior metformin use
271201000,7,No prior insulin use or combo initiation
271202000,0,No prior with-in class exposure
271202000,1,No prior DPP4 inhibitor exposure
271202000,2,No prior SGLT-2 inhibitor exposure
271202000,3,No prior SU exposure
271202000,4,No prior other anti-diabetic exposure
271202000,5,Male stratum
271202000,6,No prior metformin use
271202000,7,No prior insulin use or combo initiation
271200100,0,No prior with-in class exposure
271200100,1,No prior DPP4 inhibitor exposure
271200100,2,No prior SGLT-2 inhibitor exposure
271200100,3,No prior SU exposure
271200100,4,No prior other anti-diabetic exposure
271200100,5,Race stratum
271200100,6,No prior metformin use
271200100,7,No prior insulin use or combo initiation
271200001,0,No prior with-in class exposure
271200001,1,No prior DPP4 inhibitor exposure
271200001,2,No prior SGLT-2 inhibitor exposure
271200001,3,No prior SU exposure
271200001,4,No prior other anti-diabetic exposure
271200001,5,Without renal impairment
271200001,6,No prior metformin use
271200001,7,No prior insulin use or combo initiation
271200002,0,No prior with-in class exposure
271200002,1,No prior DPP4 inhibitor exposure
271200002,2,No prior SGLT-2 inhibitor exposure
271200002,3,No prior SU exposure
271200002,4,No prior other anti-diabetic exposure
271200002,5,Renal impairment
271200002,6,No prior metformin use
271200002,7,No prior insulin use or combo initiation
272200000,0,No prior with-in class exposure
272200000,1,No prior DPP4 inhibitor exposure
272200000,2,No prior SGLT-2 inhibitor exposure
272200000,3,No prior SU exposure
272200000,4,No prior other anti-diabetic exposure
272200000,5,No prior metformin use
272200000,6,No prior insulin use or combo initiation
272210000,0,No prior with-in class exposure
272210000,1,No prior DPP4 inhibitor exposure
272210000,2,No prior SGLT-2 inhibitor exposure
272210000,3,No prior SU exposure
272210000,4,No prior other anti-diabetic exposure
272210000,5,Lower age group
272210000,6,No prior metformin use
272210000,7,No prior insulin use or combo initiation
272220000,0,No prior with-in class exposure
272220000,1,No prior DPP4 inhibitor exposure
272220000,2,No prior SGLT-2 inhibitor exposure
272220000,3,No prior SU exposure
272220000,4,No prior other anti-diabetic exposure
272220000,5,Middle age group
272220000,6,No prior metformin use
272220000,7,No prior insulin use or combo initiation
272230000,0,No prior with-in class exposure
272230000,1,No prior DPP4 inhibitor exposure
272230000,2,No prior SGLT-2 inhibitor exposure
272230000,3,No prior SU exposure
272230000,4,No prior other anti-diabetic exposure
272230000,5,Older age group
272230000,6,No prior metformin use
272230000,7,No prior insulin use or combo initiation
272200010,0,No prior with-in class exposure
272200010,1,No prior DPP4 inhibitor exposure
272200010,2,No prior SGLT-2 inhibitor exposure
272200010,3,No prior SU exposure
272200010,4,No prior other anti-diabetic exposure
272200010,5,Low cardiovascular risk
272200010,6,No prior metformin use
272200010,7,No prior insulin use or combo initiation
272200020,0,No prior with-in class exposure
272200020,1,No prior DPP4 inhibitor exposure
272200020,2,No prior SGLT-2 inhibitor exposure
272200020,3,No prior SU exposure
272200020,4,No prior other anti-diabetic exposure
272200020,5,Higher cardiovascular risk
272200020,6,No prior metformin use
272200020,7,No prior insulin use or combo initiation
272201000,0,No prior with-in class exposure
272201000,1,No prior DPP4 inhibitor exposure
272201000,2,No prior SGLT-2 inhibitor exposure
272201000,3,No prior SU exposure
272201000,4,No prior other anti-diabetic exposure
272201000,5,Female stratum
272201000,6,No prior metformin use
272201000,7,No prior insulin use or combo initiation
272202000,0,No prior with-in class exposure
272202000,1,No prior DPP4 inhibitor exposure
272202000,2,No prior SGLT-2 inhibitor exposure
272202000,3,No prior SU exposure
272202000,4,No prior other anti-diabetic exposure
272202000,5,Male stratum
272202000,6,No prior metformin use
272202000,7,No prior insulin use or combo initiation
272200100,0,No prior with-in class exposure
272200100,1,No prior DPP4 inhibitor exposure
272200100,2,No prior SGLT-2 inhibitor exposure
272200100,3,No prior SU exposure
272200100,4,No prior other anti-diabetic exposure
272200100,5,Race stratum
272200100,6,No prior metformin use
272200100,7,No prior insulin use or combo initiation
272200001,0,No prior with-in class exposure
272200001,1,No prior DPP4 inhibitor exposure
272200001,2,No prior SGLT-2 inhibitor exposure
272200001,3,No prior SU exposure
272200001,4,No prior other anti-diabetic exposure
272200001,5,Without renal impairment
272200001,6,No prior metformin use
272200001,7,No prior insulin use or combo initiation
272200002,0,No prior with-in class exposure
272200002,1,No prior DPP4 inhibitor exposure
272200002,2,No prior SGLT-2 inhibitor exposure
272200002,3,No prior SU exposure
272200002,4,No prior other anti-diabetic exposure
272200002,5,Renal impairment
272200002,6,No prior metformin use
272200002,7,No prior insulin use or combo initiation
281100000,0,No prior with-in class exposure
281100000,1,No prior DPP4 inhibitor exposure
281100000,2,No prior SGLT-2 inhibitor exposure
281100000,3,No prior SU exposure
281100000,4,No prior other anti-diabetic exposure
281100000,5,Prior metformin use
281100000,6,No prior insulin use or combo initiation
281110000,0,No prior with-in class exposure
281110000,1,No prior DPP4 inhibitor exposure
281110000,2,No prior SGLT-2 inhibitor exposure
281110000,3,No prior SU exposure
281110000,4,No prior other anti-diabetic exposure
281110000,5,Lower age group
281110000,6,Prior metformin use
281110000,7,No prior insulin use or combo initiation
281120000,0,No prior with-in class exposure
281120000,1,No prior DPP4 inhibitor exposure
281120000,2,No prior SGLT-2 inhibitor exposure
281120000,3,No prior SU exposure
281120000,4,No prior other anti-diabetic exposure
281120000,5,Middle age group
281120000,6,Prior metformin use
281120000,7,No prior insulin use or combo initiation
281130000,0,No prior with-in class exposure
281130000,1,No prior DPP4 inhibitor exposure
281130000,2,No prior SGLT-2 inhibitor exposure
281130000,3,No prior SU exposure
281130000,4,No prior other anti-diabetic exposure
281130000,5,Older age group
281130000,6,Prior metformin use
281130000,7,No prior insulin use or combo initiation
281100010,0,No prior with-in class exposure
281100010,1,No prior DPP4 inhibitor exposure
281100010,2,No prior SGLT-2 inhibitor exposure
281100010,3,No prior SU exposure
281100010,4,No prior other anti-diabetic exposure
281100010,5,Low cardiovascular risk
281100010,6,Prior metformin use
281100010,7,No prior insulin use or combo initiation
281100020,0,No prior with-in class exposure
281100020,1,No prior DPP4 inhibitor exposure
281100020,2,No prior SGLT-2 inhibitor exposure
281100020,3,No prior SU exposure
281100020,4,No prior other anti-diabetic exposure
281100020,5,Higher cardiovascular risk
281100020,6,Prior metformin use
281100020,7,No prior insulin use or combo initiation
281101000,0,No prior with-in class exposure
281101000,1,No prior DPP4 inhibitor exposure
281101000,2,No prior SGLT-2 inhibitor exposure
281101000,3,No prior SU exposure
281101000,4,No prior other anti-diabetic exposure
281101000,5,Female stratum
281101000,6,Prior metformin use
281101000,7,No prior insulin use or combo initiation
281102000,0,No prior with-in class exposure
281102000,1,No prior DPP4 inhibitor exposure
281102000,2,No prior SGLT-2 inhibitor exposure
281102000,3,No prior SU exposure
281102000,4,No prior other anti-diabetic exposure
281102000,5,Male stratum
281102000,6,Prior metformin use
281102000,7,No prior insulin use or combo initiation
281100100,0,No prior with-in class exposure
281100100,1,No prior DPP4 inhibitor exposure
281100100,2,No prior SGLT-2 inhibitor exposure
281100100,3,No prior SU exposure
281100100,4,No prior other anti-diabetic exposure
281100100,5,Race stratum
281100100,6,Prior metformin use
281100100,7,No prior insulin use or combo initiation
281100001,0,No prior with-in class exposure
281100001,1,No prior DPP4 inhibitor exposure
281100001,2,No prior SGLT-2 inhibitor exposure
281100001,3,No prior SU exposure
281100001,4,No prior other anti-diabetic exposure
281100001,5,Without renal impairment
281100001,6,Prior metformin use
281100001,7,No prior insulin use or combo initiation
281100002,0,No prior with-in class exposure
281100002,1,No prior DPP4 inhibitor exposure
281100002,2,No prior SGLT-2 inhibitor exposure
281100002,3,No prior SU exposure
281100002,4,No prior other anti-diabetic exposure
281100002,5,Renal impairment
281100002,6,Prior metformin use
281100002,7,No prior insulin use or combo initiation
282100000,0,No prior with-in class exposure
282100000,1,No prior DPP4 inhibitor exposure
282100000,2,No prior SGLT-2 inhibitor exposure
282100000,3,No prior SU exposure
282100000,4,No prior other anti-diabetic exposure
282100000,5,Prior metformin use
282100000,6,No prior insulin use or combo initiation
282110000,0,No prior with-in class exposure
282110000,1,No prior DPP4 inhibitor exposure
282110000,2,No prior SGLT-2 inhibitor exposure
282110000,3,No prior SU exposure
282110000,4,No prior other anti-diabetic exposure
282110000,5,Lower age group
282110000,6,Prior metformin use
282110000,7,No prior insulin use or combo initiation
282120000,0,No prior with-in class exposure
282120000,1,No prior DPP4 inhibitor exposure
282120000,2,No prior SGLT-2 inhibitor exposure
282120000,3,No prior SU exposure
282120000,4,No prior other anti-diabetic exposure
282120000,5,Middle age group
282120000,6,Prior metformin use
282120000,7,No prior insulin use or combo initiation
282130000,0,No prior with-in class exposure
282130000,1,No prior DPP4 inhibitor exposure
282130000,2,No prior SGLT-2 inhibitor exposure
282130000,3,No prior SU exposure
282130000,4,No prior other anti-diabetic exposure
282130000,5,Older age group
282130000,6,Prior metformin use
282130000,7,No prior insulin use or combo initiation
282100010,0,No prior with-in class exposure
282100010,1,No prior DPP4 inhibitor exposure
282100010,2,No prior SGLT-2 inhibitor exposure
282100010,3,No prior SU exposure
282100010,4,No prior other anti-diabetic exposure
282100010,5,Low cardiovascular risk
282100010,6,Prior metformin use
282100010,7,No prior insulin use or combo initiation
282100020,0,No prior with-in class exposure
282100020,1,No prior DPP4 inhibitor exposure
282100020,2,No prior SGLT-2 inhibitor exposure
282100020,3,No prior SU exposure
282100020,4,No prior other anti-diabetic exposure
282100020,5,Higher cardiovascular risk
282100020,6,Prior metformin use
282100020,7,No prior insulin use or combo initiation
282101000,0,No prior with-in class exposure
282101000,1,No prior DPP4 inhibitor exposure
282101000,2,No prior SGLT-2 inhibitor exposure
282101000,3,No prior SU exposure
282101000,4,No prior other anti-diabetic exposure
282101000,5,Female stratum
282101000,6,Prior metformin use
282101000,7,No prior insulin use or combo initiation
282102000,0,No prior with-in class exposure
282102000,1,No prior DPP4 inhibitor exposure
282102000,2,No prior SGLT-2 inhibitor exposure
282102000,3,No prior SU exposure
282102000,4,No prior other anti-diabetic exposure
282102000,5,Male stratum
282102000,6,Prior metformin use
282102000,7,No prior insulin use or combo initiation
282100100,0,No prior with-in class exposure
282100100,1,No prior DPP4 inhibitor exposure
282100100,2,No prior SGLT-2 inhibitor exposure
282100100,3,No prior SU exposure
282100100,4,No prior other anti-diabetic exposure
282100100,5,Race stratum
282100100,6,Prior metformin use
282100100,7,No prior insulin use or combo initiation
282100001,0,No prior with-in class exposure
282100001,1,No prior DPP4 inhibitor exposure
282100001,2,No prior SGLT-2 inhibitor exposure
282100001,3,No prior SU exposure
282100001,4,No prior other anti-diabetic exposure
282100001,5,Without renal impairment
282100001,6,Prior metformin use
282100001,7,No prior insulin use or combo initiation
282100002,0,No prior with-in class exposure
282100002,1,No prior DPP4 inhibitor exposure
282100002,2,No prior SGLT-2 inhibitor exposure
282100002,3,No prior SU exposure
282100002,4,No prior other anti-diabetic exposure
282100002,5,Renal impairment
282100002,6,Prior metformin use
282100002,7,No prior insulin use or combo initiation
281200000,0,No prior with-in class exposure
281200000,1,No prior DPP4 inhibitor exposure
281200000,2,No prior SGLT-2 inhibitor exposure
281200000,3,No prior SU exposure
281200000,4,No prior other anti-diabetic exposure
281200000,5,No prior metformin use
281200000,6,No prior insulin use or combo initiation
281210000,0,No prior with-in class exposure
281210000,1,No prior DPP4 inhibitor exposure
281210000,2,No prior SGLT-2 inhibitor exposure
281210000,3,No prior SU exposure
281210000,4,No prior other anti-diabetic exposure
281210000,5,Lower age group
281210000,6,No prior metformin use
281210000,7,No prior insulin use or combo initiation
281220000,0,No prior with-in class exposure
281220000,1,No prior DPP4 inhibitor exposure
281220000,2,No prior SGLT-2 inhibitor exposure
281220000,3,No prior SU exposure
281220000,4,No prior other anti-diabetic exposure
281220000,5,Middle age group
281220000,6,No prior metformin use
281220000,7,No prior insulin use or combo initiation
281230000,0,No prior with-in class exposure
281230000,1,No prior DPP4 inhibitor exposure
281230000,2,No prior SGLT-2 inhibitor exposure
281230000,3,No prior SU exposure
281230000,4,No prior other anti-diabetic exposure
281230000,5,Older age group
281230000,6,No prior metformin use
281230000,7,No prior insulin use or combo initiation
281200010,0,No prior with-in class exposure
281200010,1,No prior DPP4 inhibitor exposure
281200010,2,No prior SGLT-2 inhibitor exposure
281200010,3,No prior SU exposure
281200010,4,No prior other anti-diabetic exposure
281200010,5,Low cardiovascular risk
281200010,6,No prior metformin use
281200010,7,No prior insulin use or combo initiation
281200020,0,No prior with-in class exposure
281200020,1,No prior DPP4 inhibitor exposure
281200020,2,No prior SGLT-2 inhibitor exposure
281200020,3,No prior SU exposure
281200020,4,No prior other anti-diabetic exposure
281200020,5,Higher cardiovascular risk
281200020,6,No prior metformin use
281200020,7,No prior insulin use or combo initiation
281201000,0,No prior with-in class exposure
281201000,1,No prior DPP4 inhibitor exposure
281201000,2,No prior SGLT-2 inhibitor exposure
281201000,3,No prior SU exposure
281201000,4,No prior other anti-diabetic exposure
281201000,5,Female stratum
281201000,6,No prior metformin use
281201000,7,No prior insulin use or combo initiation
281202000,0,No prior with-in class exposure
281202000,1,No prior DPP4 inhibitor exposure
281202000,2,No prior SGLT-2 inhibitor exposure
281202000,3,No prior SU exposure
281202000,4,No prior other anti-diabetic exposure
281202000,5,Male stratum
281202000,6,No prior metformin use
281202000,7,No prior insulin use or combo initiation
281200100,0,No prior with-in class exposure
281200100,1,No prior DPP4 inhibitor exposure
281200100,2,No prior SGLT-2 inhibitor exposure
281200100,3,No prior SU exposure
281200100,4,No prior other anti-diabetic exposure
281200100,5,Race stratum
281200100,6,No prior metformin use
281200100,7,No prior insulin use or combo initiation
281200001,0,No prior with-in class exposure
281200001,1,No prior DPP4 inhibitor exposure
281200001,2,No prior SGLT-2 inhibitor exposure
281200001,3,No prior SU exposure
281200001,4,No prior other anti-diabetic exposure
281200001,5,Without renal impairment
281200001,6,No prior metformin use
281200001,7,No prior insulin use or combo initiation
281200002,0,No prior with-in class exposure
281200002,1,No prior DPP4 inhibitor exposure
281200002,2,No prior SGLT-2 inhibitor exposure
281200002,3,No prior SU exposure
281200002,4,No prior other anti-diabetic exposure
281200002,5,Renal impairment
281200002,6,No prior metformin use
281200002,7,No prior insulin use or combo initiation
282200000,0,No prior with-in class exposure
282200000,1,No prior DPP4 inhibitor exposure
282200000,2,No prior SGLT-2 inhibitor exposure
282200000,3,No prior SU exposure
282200000,4,No prior other anti-diabetic exposure
282200000,5,No prior metformin use
282200000,6,No prior insulin use or combo initiation
282210000,0,No prior with-in class exposure
282210000,1,No prior DPP4 inhibitor exposure
282210000,2,No prior SGLT-2 inhibitor exposure
282210000,3,No prior SU exposure
282210000,4,No prior other anti-diabetic exposure
282210000,5,Lower age group
282210000,6,No prior metformin use
282210000,7,No prior insulin use or combo initiation
282220000,0,No prior with-in class exposure
282220000,1,No prior DPP4 inhibitor exposure
282220000,2,No prior SGLT-2 inhibitor exposure
282220000,3,No prior SU exposure
282220000,4,No prior other anti-diabetic exposure
282220000,5,Middle age group
282220000,6,No prior metformin use
282220000,7,No prior insulin use or combo initiation
282230000,0,No prior with-in class exposure
282230000,1,No prior DPP4 inhibitor exposure
282230000,2,No prior SGLT-2 inhibitor exposure
282230000,3,No prior SU exposure
282230000,4,No prior other anti-diabetic exposure
282230000,5,Older age group
282230000,6,No prior metformin use
282230000,7,No prior insulin use or combo initiation
282200010,0,No prior with-in class exposure
282200010,1,No prior DPP4 inhibitor exposure
282200010,2,No prior SGLT-2 inhibitor exposure
282200010,3,No prior SU exposure
282200010,4,No prior other anti-diabetic exposure
282200010,5,Low cardiovascular risk
282200010,6,No prior metformin use
282200010,7,No prior insulin use or combo initiation
282200020,0,No prior with-in class exposure
282200020,1,No prior DPP4 inhibitor exposure
282200020,2,No prior SGLT-2 inhibitor exposure
282200020,3,No prior SU exposure
282200020,4,No prior other anti-diabetic exposure
282200020,5,Higher cardiovascular risk
282200020,6,No prior metformin use
282200020,7,No prior insulin use or combo initiation
282201000,0,No prior with-in class exposure
282201000,1,No prior DPP4 inhibitor exposure
282201000,2,No prior SGLT-2 inhibitor exposure
282201000,3,No prior SU exposure
282201000,4,No prior other anti-diabetic exposure
282201000,5,Female stratum
282201000,6,No prior metformin use
282201000,7,No prior insulin use or combo initiation
282202000,0,No prior with-in class exposure
282202000,1,No prior DPP4 inhibitor exposure
282202000,2,No prior SGLT-2 inhibitor exposure
282202000,3,No prior SU exposure
282202000,4,No prior other anti-diabetic exposure
282202000,5,Male stratum
282202000,6,No prior metformin use
282202000,7,No prior insulin use or combo initiation
282200100,0,No prior with-in class exposure
282200100,1,No prior DPP4 inhibitor exposure
282200100,2,No prior SGLT-2 inhibitor exposure
282200100,3,No prior SU exposure
282200100,4,No prior other anti-diabetic exposure
282200100,5,Race stratum
282200100,6,No prior metformin use
282200100,7,No prior insulin use or combo initiation
282200001,0,No prior with-in class exposure
282200001,1,No prior DPP4 inhibitor exposure
282200001,2,No prior SGLT-2 inhibitor exposure
282200001,3,No prior SU exposure
282200001,4,No prior other anti-diabetic exposure
282200001,5,Without renal impairment
282200001,6,No prior metformin use
282200001,7,No prior insulin use or combo initiation
282200002,0,No prior with-in class exposure
282200002,1,No prior DPP4 inhibitor exposure
282200002,2,No prior SGLT-2 inhibitor exposure
282200002,3,No prior SU exposure
282200002,4,No prior other anti-diabetic exposure
282200002,5,Renal impairment
282200002,6,No prior metformin use
282200002,7,No prior insulin use or combo initiation
